003,0x5DE064,Ja,Yes
004,0x5DE131,Nein,No
010,0x5DE13A,Kampftempo,Battle speed
011,0x5DE1DA,Kampfmeldung,Battle message
038,0x5DE255,Gegenstand,Item
039,0x5DE2B9,Zauber,Magic
041,0x5DE2FD,Ausrüsten,Equip
042,0x5DE328,Status,Status
045,0x5DE402,Konfig,Config
047,0x5DE450,Speichern,Save
048,0x5DE4A5,Beenden,Quit
016,0x5DE50C,Menü,Menu
014,0x5DE54D,Auswählen,Select
015,0x5DE55B,Abbrechen,Cancel
269,0x5DE585,Speichern,Save
270,0x5DE61B,Reform,Reform
276,0x5DE62A,Wpn.,Wpn.
277,0x5DE6C6,Arm.,Arm.
278,0x5DE702,Acc.,Acc.
289,0x5DE70C,Nein,No
293,0x5DE7AB,Feuer,Fire
294,0x5DE835,Eis,Ice
295,0x5DE853,Blitz,Lightning
296,0x5DE879,Erde,Earth
305,0x5DE910,Gift,Poison
306,0x5DE98F,Trauer,Sadness
307,0x5DEA19,Wut,Fury
308,0x5DEA68,Verwirrung,Confusion
309,0x5DEA6F,Stille,Silence
310,0x5DEAC7,Hast,Haste
311,0x5DEAD6,Langsam,Slow
312,0x5DEAE9,Stopp,Stop
335,0x5DEB1D,Stärke,Strength
336,0x5DEB59,Geschicklichkeit,Dexterity
337,0x5DEB6C,Vitalität,Vitality
338,0x5DEB94,Magie,Magic
339,0x5DEBAD,Geist,Spirit
340,0x5DEBB4,Glück,Luck
