3,0x5D26B2,Ja,Yes
003,0x5DE064,Ja,Yes
3,0x5AE01C,Ja,Yes
4,0x5AE01C,Nein,No
4,0x5D26D9,Nein,No
004,0x5B10E0,Nein,No
004,0x5DE131,Nein,No
010,0x5DE13A,Kampftempo,Battle speed
10,0x5DFF9B,lD4p67$D!õ%'  Sõ"/x ãD8õD8;]  / D8ô_  u}õ*,Battle speed
010,0x5B66A4,Kampftempo,Battle speed
10,0x5DFB8A,lD< lD@!dDDD@dD@dD8DDD4@õ1$DLA$D  $DQ=å$D$,Battle speed
011,0x5B67A4,Kampfmeldung,Battle message
011,0x5DE1DA,Kampfmeldung,Battle message
014,0x5DE54D,Auswählen,Select
14,0x5D2703,Auswählen,Select
014,0x5986D0,Auswählen,Select
14,0x5DFB13,[éI  ô3$DL@$D  a$DG$D$ n,Select
14,0x5DFA9D,lD<lD@!|D@&  °1D6Hõ,Select
014,0x5B10DC,Ja,Select
15,0x5DFABA,tD82SlD8íD4D/ $D6/ $D$ V,Cancel
15,0x5D2755,Abbrechen,Cancel
015,0x5986E5,Abbrechen,Cancel
015,0x5B619C,Abbrechen,Cancel
015,0x5DE55B,Abbrechen,Cancel
016,0x5DE50C,Menü,Menu
16,0x5DFE11,éN  õ3$DJr$D   $DH5$D$,Menu
16,0x5D276D,Menü,Menu
016,0x5B5E94,Menü,Menu
016,0x599278,Command,Command
38,0x5DFCBC,@dD<%RGßdD8T ! íD4õx lD<8|D0} !|D<$Ü,Item
038,0x599884,Objekt,Item
38,0x5DFCF3,lD8ãD</ íD@/ |D<íD<p67$D!õ%'  Sõ"/xíD4|D@|D0<õ5$Döp / $D $D;J#$D$,Item
038,0x5DE255,Gegenstand,Item
038,0x5B5A84,Objekt,Item
39,0x5DFD65,õD$2DdD@rdD<ì " íD8\y õD4íD@SõD@/ VSdD@$Ü,Magic
039,0x5DE2B9,Zauber,Magic
039,0x5B5B88,Zauber,Magic
39,0x5DF9D5,lD4lD8!D8ë$  ß%8,Magic
040,0x5998A1,Materia,Materia
041,0x5B5C8C,Ausrüsten,Equip
41,0x5DFDA8,lD<f*,Equip
041,0x5DE2FD,Ausrüsten,Equip
042,0x5B5D90,Status,Status
042,0x5DE328,Status,Status
42,0x5DFA1A,[é^  ò5$D*7Z $D  $D4$D$,Status
42,0x5DFF1A,lD<lD@!íDDõD@íD@ íD8õDD,Status
045,0x5B10E4,Konfig,Config
45,0x5DF7B2,Ho,Config
45,0x5DFDB6,c* °7D6@õ,Config
45,0x5DFB40,õD$t,Config
045,0x5DE402,Konfig,Config
45,0x5DFA48,õD$ÜX|é[  2$D,Config
47,0x5DF7DD,$DL\$D$ ü,Save
047,0x5B5770,Speichern,Save
047,0x5DE450,Speichern,Save
48,0x5DF7BA,TDãD$é65  õ7$D>^ $D  ñ,Quit
048,0x5DE4A5,Beenden,Quit
048,0x5DFCB5,Hk,Quit
48,0x5DFA62,$Da JDdD@p7dD<Y   lD8\v lD@ íD4I!íD@$Ü,Quit
048,0x5B5980,Beenden,Quit
048,0x599868,Beenden,Quit
75,0x59145C,TASTATUR,KEYBOARD
76,0x591499,JOYSTICK,JOYSTICK
214,0x594C41,Pause,Pause
215,0x594CA0,Schlaf,Sleep
216,0x594CB3,Gift,Poison
217,0x594CBF,Traurigkeit,Sadness
218,0x594CD4,Zorn,Fury
219,0x594CDB,Verwirrung,Confusion
220,0x594CEF,Stummheit,Silence
221,0x594CFC,Schnell,Haste
222,0x594D08,Langsam,Slow
223,0x594D16,Stop,Stop
224,0x594D48,Versteinerung,Petrify
225,0x594D62,regen,Regen
226,0x594D80,Reflektieren,Reflect
227,0x594D99,Doppel,Shield
228,0x594DA1,Schild,Berserk
232,0x594E44,Wieviel willst du ausgeben?,How much will you raise?
233,0x5998F1,Gil,Gil
233,0x594EA4,Gil,Gil
234,0x594EA8,Nach,After
235,0x594EAD,Gil auf der Hand,Gil on hand
236,0x595080,Weiter?,Keep goin'?
238,0x5950B8,Vorhandene Schlachtpunkte,Current Battle Points
239,0x5950CB,Schlitzstart!,Slot start!
240,0x5950F7,TOLL!!,GREAT!!
242,0x595130,Zaubersubstanz kaputt.,Magic Materia is broken.
243,0x59514F,Aufrufsubstanz kaputt.,Summon Materia is broken.
244,0x59516F,Support-Substanz kaputt.,Support Materia is broken.
245,0x595193,Unabhängige Substanz kaputt.,Independent Materia is broken.
246,0x5951AD,Befehlssubstanz kaputt.,Command Materia is broken.
247,0x5951CA,Alle Substanz kaputt.,All Materia is broken.
248,0x5951E3,Zubehör kaputt.,Accessory is broken.
249,0x59520F,Objektbefehl ist versiegelt.,Item command is sealed.
250,0x595222,Rüstzeug kaputt.,Armor is broken.
251,0x59523E,Waffe kaputt.,Weapon is broken.
252,0x595264,1/2 Geschwindigkeit.,1/2 speed.
253,0x59527F,1/2 Genauigkeit.,1/2 accuracy.
254,0x595295,Minimum,Minimum
255,0x5952B1,Gift,Poison
256,0x5952D1,Kröte,Toad
257,0x5952FC,Zeit x30 Schaden.,Time x30 damage.
258,0x59531A,5 Ebenen zurück.,Down 5 levels.
259,0x59533A,10 Ebenen zurück.,Down 10 levels.
260,0x59534F,1/2 HP.,1/2 HP.
261,0x59536E,1/2 MP.,1/2 MP.
262,0x595390,1/2 HP&MP.,1/2 HP&MP.
263,0x5953AD,Null MP.,Zero MP.
264,0x5953DC,Jaa! Keine Behinderung!!,Yesss! No handicapp!
265,0x5953F8,HP wiederhergestellt.,HP restored.
266,0x595423,Besorgt um die anderen Mitglieder?,Worried about the other members?
268,0x59547A,Eigentlich nicht,Not really
269,0x5955CA,Speichern,Save
269,0x5DE585,Speichern,Save
269,0x5DFB4D,H!  [DdD@S6dD<Z   dD84w lD@(D4X!D@$Ü,Save
270,0x5DE61B,Reform,Reform
270,0x59563C,Reformieren,Reform
271,0x59567B,Mitglieden in zwei Gruppen aufteilen,Split your allies into two groups.
272,0x5956A1,Mitglieder in drei Gruppen aufteilen,Split your allies into three groups.
273,0x5956C2,Gruppe aus zwei Personen bilden,Please make a party of two.
274,0x5956E8,Gruppe aus drei Personen bilden,Please make a party of three.
275,0x59570A,Auswählen mit [START]-Taste,Select with START button.
276,0x5DE62A,Wpn.,Wpn.
276,0x595720,Element,Element
277,0x5DE6C6,Arm.,Arm.
278,0x5DE702,Acc.,Acc.
279,0x5959EB,STUFE 1,LEVEL 1
280,0x5959FF,STUFE 2,LEVEL 2
289,0x5DFB03,KKe,No
289,0x5DFAEA,õD$Ce|ë,No
289,0x59508C,Ja,Yes
289,0x5DE70C,Nein,No
289,0x5DFB0C,Iâ,No
290,0x5950AA,Nein,No
293,0x5DE7AB,Feuer,Fire
293,0x5992A0,Feuer,Fire
294,0x5992AE,Kälte,Ice
294,0x5DE835,Eis,Ice
295,0x5DE853,Blitz,Lightning
295,0x5992BA,Blitz,Lightning
296,0x5DE879,Erde,Earth
296,0x5992C6,Erde,Earth
297,0x5992D1,Gift,Poison
298,0x5992DD,Schwerkraft,Gravity
299,0x5992F0,Wasser,Water
300,0x5992F7,Wind,Wind
301,0x599301,Heilig,Holy
305,0x5DE910,Gift,Poison
306,0x5DE98F,Trauer,Sadness
307,0x5DEA19,Wut,Fury
308,0x5DEA68,Verwirrung,Confusion
309,0x5DEA6F,Stille,Silence
310,0x5DEAC7,Hast,Haste
311,0x5DEAD6,Langsam,Slow
312,0x5DEAE9,Stopp,Stop
328,0x595735,Effekt,Effect
330,0x59574E,Angreifen,Attack
331,0x59576E,Verteidigen,Defend
332,0x595766,Halbieren,Halve
333,0x59577A,Ungültig,Invalid
334,0x59578F,Absorbieren,Absorb
335,0x5957DF,Stärke,Strength
335,0x5995C3,Stärke,Strength
335,0x5DEB1D,Stärke,Strength
336,0x5957FB,Geschick,Dexterity
336,0x599636,Geschick,Dexterity
336,0x5DEB59,Geschicklichkeit,Dexterity
337,0x595813,Vitalität,Vitality
337,0x5995DF,Vitalität,Vitality
337,0x5DEB6C,Vitalität,Vitality
338,0x59582A,Zauber,Magic
338,0x5DEB94,Magie,Magic
338,0x5995FE,Zauber,Magic
339,0x59583D,Moral,Spirit
339,0x5DEBAD,Geist,Spirit
340,0x595852,Glück,Luck
340,0x599651,Glück,Luck
340,0x5DEBB4,Glück,Luck
341,0x595868,Angreifen,Attack
342,0x595882,Angreifen %,Attack%
343,0x59589A,Verteidigen,Defense
344,0x5958B0,Verteidigen %,Defense%
348,0x5958C8,Waf.,Wpn:
349,0x5958D9,Rüs.,Arm:
350,0x5958F0,Acc.,Acc:
351,0x595908,Limit-Ebene,Limit level:
352,0x595943,Wpn.,Wpn.
368,0x59930F,Soll das wirklich entfernt werden?,Do you really want to remove this?
369,0x59933B,Ja!,I sure do!
371,0x59936D,Sephiroth,Sephiroth[B2][A9][A9][B3]
372,0x599392,Waf.,Wpn.
373,0x5993AD,Rüs.,Arm.
374,0x5993C9,Fähigkeitsliste,Ability list
375,0x5993F0,Rüstungseffekt,Equip effect
376,0x59940B,Prüfen,Check
377,0x59941F,Ordnen,Arrange
378,0x599468,AP,AP
379,0x59946F,Auf nächste Ebene,To next level
380,0x59949A,MASTER,MASTER
381,0x5994AB,Ordnen,Arrange
382,0x5994C7,Tauschen,Exchange
383,0x5994E5,Alles entfernen,Remove all
384,0x599508,Wegwerfen,Trash
396,0x59966A,MAXHP,MaxHP
397,0x599686,MAXMP,MaxMP
400,0x5996DA,EXP.UP,EXP.UP
401,0x5996F7,Gil UP,Gil UP
405,0x599770,Präventivm. + %,Pre-emptive
406,0x59978C,Fernangriff,Long range attack
407,0x5997A4,Alle angreifen,Attack all
408,0x5997C3,Gegenangriff,Counter attack
412,0x5978A9,Zusätzliche Fähigkeit,Added-Ability
413,0x5978C8,Alle,All
414,0x5978CD,4x-Zber,4x-M
415,0x5978E6,MP absorb.,Absorb MP
416,0x5978FF,HP absorb.,Absorb HP
417,0x597921,Auch stehl.,Steal as well
418,0x597942,Schlag,Extra cut
419,0x597953,Turbo-MP,Turbo MP
420,0x59796B,Nichts,Nothing.
421,0x59797F,Nicht genug MP.,Not enough MP.
422,0x599833,Kaufen,Use
422,0x5979A8,Verwenden,Use
423,0x599847,Verkaufen,Arrange
423,0x597A12,Ordnen,Arrange
424,0x597A21,Schlüsselobjekte,Key Items
425,0x597A3D,Allein,Customize
426,0x597A45,Feld,Field
427,0x597A55,Schlacht,Battle
428,0x597A6B,Werfen,Throw
429,0x597A7B,Typ,Type
430,0x597A8A,Name,Name
431,0x597A9D,Max.,Most
432,0x597AAF,Min.,Least
433,0x597AC1,OK! Klar!,OK! Got it!
458,0x5985D1,Cloud,Cloud
459,0x59862E,Barret,Barret
460,0x59863B,Tifa,Tifa
461,0x598645,Aeris,Aeris
462,0x598652,Red XIII,Red XIII
463,0x598661,Yuffie,Yuffie
575,0x5998FC,Besitz,Owned
