index,offset,text,hex_bytes,byte_length,text_length,type_info
102,0x591508,"£@ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ $A 0A 4A 8A <A @A DA HA LA PA TA XA \A `A pA tA xA |A A ãA éA íA ñA £A A A A A A A A A A A A A A A A A A A A A A $B ,B 4B <B DB LB TB \B dB lB xB B éB ñB õB £B B B B B B B B B B B B B B B B B B B $C ,C 4C <C DC LC TC \C dC lC tC |C ãC íC õC C C C C C C C C C C C C C C C C C $D ,D <D DD LD XD \D dD pD xD D ãD ñD £D D D D D D D D D D D D D D D D  E (E 0E 8E @E HE PE XE `E hE pE |E ãE íE õE E E E E E E E E E E E E E E E E  F (F 0F 8F @F HF PF XF `F lF xF F éF ñF £F F F F F F F F F F F F F F F $G ,G 4G <G DG LG TG `G lG xG ãG ñG G G G G G    k   @      ã   `         0                  $         (         !         ""      3!   !     L!   (     e!   0     ~!   `     •!        !   @  !  k   @   !  ã   `   !     0   !        !     $   !     (   !     !   !     ""   !  3!   !  !  L!   (  !  e!   0  !  ~!   `  !  •!     !  !   @  ''%'&'$'#' '!'""'('    )'%&$'""# !(+          ""S   S ""!    `!:   : `! keines  esc Q   R   S   T   U   V   W   X   Y   P      apostrophe  rcktaste   tab q   w   e   r   t   z   u   i   o   p      K   eingabe linke@strg  a   s   d   f   g   h   j   k   l         ~   linker@shift    C   y   x   c   v   b   n   m   komma   punkt   minus   rechter@shift   mal alt leertaste   caps    fQ  fR  fS  fT  fU  fV  fW  fX  fY  fQP numlock scroll  numN@W  numN@X  numN@Y  minus   numN@T  numN@U  numN@V  plus    numN@Q  numN@R  numN@S  numN@P  numN@entf   keines  keines  keines  fQQ fQR keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  fQS fQT fQU keines  keines  keines  keines  keines  keines  keines  keines  keines  kana    keines  keines  keines  keines  keines  keines  keines  keines  convert keines  noconvert   keines  yen keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  numpadequals    keines  keines  circumflex  at  colon   underline   kanji   stop    ax  unlabeled   keines  keines  keines  keines  numN@enter  rechte@strg keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  numN@komma  keines  geteilt keines  prtN@scrn   alt@gr  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  keines  pos@Q   hoch    bN@hoch keines  links   keines  rechts  keines  ende    herunter    bN@runter   einfg   entf    keines  keines  keines  keines  keines  keines  keines  linker@win  rechter@win apps    keines  mousebQ    mousebR    mousebS    keines  hoch    runter  links   rechtes keines  keines  keines  keines  button@Q    button@R    button@S    button@T    button@U    button@V    button@W    button@X    button@Y    button@QP   keines  EôÜÜWèîñõNâÜç  EôÜÜWèîñõNâÜç",N/A,3327,3276,padding:51
103,0x5921D8,"""   ëåõâRáNõèì ëåõâRàNõèì öåîèéNõèì  âïíïáNõèì   âïíïàNõèì   âïíïâNõèì   ëåõâRNõèì  öåîèNõèì    âïíïNõèì    cZ|ffW|ôòâ|ìåî|àõíìåî|çåòìáî|âáííàáâëNâññ ôÜïîõáíNõèì  ôÜïîõàíNõèì  àõí•èîáíNõèì àõí•èîàíNõèì àõí•èîâíNõèì àõí•èîãíNõèì ôÜïîõíNõèì    àõí•èîíNõèì       H          (8!    0  0   88!0 ""  (   0 ( ""  8   0 ( ""  H   0 ( ""  X   0 ( ""  h   0 ( ""  x   0 ( ""  é   0 ( ""  £   0 ( ""     0 ( ""     0 ( ""     0 ( ""     0 ( ""     0 ( ""     0 ( ""     0 ( ""     0 ( ""  (!  0 ( "" 0( 0 0 ( "" 08 0 0 ( "" 0H 0 0 ( "" 0X 0 0 ( "" 0h 0 0 ( "" 0x 0 0 ( "" 0é 0 0 ( "" 0£ 0 0 ( "" 0 0 0 ( "" 0 0 0 ( "" 0 0 0 ( "" 0 0 0 ( "" 0 0 0 ( "" 0 0 0 ( "" 0 0 0 ( "" 0 0 0 ( "" 0(!0 0 (      (   88!(       4          (£     0  0   8£ 0 ""  (   0 ( ""  8   0 ( ""  H   0 ( ""  X   0 ( ""  h   0 ( ""  x   0 ( ""  é   0 ( "" 0( 0 0 ( "" 08 0 0 ( "" 0H 0 0 ( "" 0X 0 0 ( "" 0h 0 0 ( "" 0x 0 0 ( "" 0é 0 0 (      (   8£ (       L          (X!    0  0   8X!0 ""  (   0 ( ""  8   0 ( ""  H   0 ( ""  X   0 ( ""  h   0 ( ""  x   0 ( ""  é   0 ( ""  £   0 ( ""     0 ( ""     0 ( ""     0 ( ""     0 ( ""     0 ( ""     0 ( ""     0 ( ""     0 ( ""  (!  0 ( "" 0( 0 0 ( "" 08 0 0 ( "" 0H 0 0 ( "" 0X 0 0 ( "" 0h 0 0 ( "" 0x 0 0 ( "" 0é 0 0 ( "" 0£ 0 0 ( "" 0 0 0 ( "" 0 0 0 ( "" 0 0 0 ( "" 0 0 0 ( "" 0 0 0 ( "" 0 0 0 ( "" 0 0 0 ( "" 0 0 0 ( "" 0(!0 0 (      (   8X!( ""  8!  0 ( ""  H!  0 ( "" 08!0 0 ( "" 0H!0 0 (         l!""ñ         ""     2!ñ 2!  ""ñ                                                                                                                     t!î ñ         !     ñ ñ                                                                                                                            P t!£ P         !     £ P                                                                                                                            P t!£ P         !     £ P                                                                                                                              |!""ñ         ""     !ñ !  ""ñ                                                                                                                      |!""ñ         !     ""ñ                                                                                                                              |!""ñ         ""     !ñ !  ""ñ                                                                                                                      |!""ñ         ""     !ñ !  ""ñ                                                                                                                      l!""£                                                                                                                                                |!""£         !     ""£                                                                                                                              l!""£                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ã t!!ñ         !      ñ                                                                                                                            ã |!h!õ         !     h!õ                                                                                                                             ã!!ñ     @ ñ !     !ñ                                                                                                                             0  !P         !      !P                                                                                                                           J   <!""P         !     ""P                                                                                                                           K  |!0!ñ         !     0!ñ                                                                                                                            @ 0 `""P         !     `""P                                                                                                                           H   |!""ñ         !     ""ñ                                                                                                                           H   |!""ñ         !     ""ñ                                                                                                                           H   |!""ñ         !     ""ñ                                                                                                                           H    `!X         ""      X    `!X                                                                                                                    h  W X         !     X X                                                                                                                            8  X 8         !     X 8                                                                                                                            8  X 8         !     X 8                                                                                                                               `!X         ""      X    `!X                                                                                                                       `!X         !     `!X                                                                                                                               `!X         ""      X    `!X                                                                                                                       `!X         ""      X    `!X                                                                                                                       `!\                                                                                                                                                 `!\         !     `!\                                                                                                                               `!\                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      H   X         !     £ X                                                                                                                            R   Z         !      Z                                                                                                                            p   X     0 X !      X                                                                                                                             (  8         !      8                                                                                                                           J    `!8         !     `!8                                                                                                                           K p   X         !      X                                                                                                                            0 ( @!8         !     @!8                                                                                                                           H    `!X         !     `!X                                                                                                                           H    `!X         !     `!X                                                                                                                           H    `!X         !     `!X                                                                                                                           H 9_   _^^^^^^    ^                                       _^^        ^    ^^^                    mX° \° i° j° 9n° )d° f° k° OX° Aw° OX°",N/A,10484,10484,padding:0
104,0x594ACD,Z° ^X° OX° OX° p° OX° OX° OX° nV°,N/A,35,35,padding:0
105,0x594AF1,Z° ^X° OX° OX° p° OX° ët° és° äu° OX° OX° OX° rX° ]° i° j° o° d° g° ol° YX° w° YX° D[° cX° YX° YX° {r° YX° YX° YX° V° D[° cX° YX° YX° {r° YX° t° òs° u° YX° YX° YX° Z° $d° j° k° p° f° i° 4n° TX° TX° TX° \° hX° TX° TX° âs° TX° TX° TX° JX° \° hX° TX° TX° âs° TX° åu° Üt° <w° TX° TX° TX°,N/A,303,303,padding:0
106,0x594C28,"0G#ã * !        !""#%",N/A,25,21,padding:4
107,0x594C48,Pause,N/A,12,5,padding:7
108,0x594C50,"ß  Z!!\ ì   Xx£ <L\ x""  \   *   !     _    ã",N/A,67,65,padding:2
109,0x594C9E,ã,N/A,13,1,padding:12
110,0x594CAC,Schlaf,N/A,18,6,padding:12
111,0x594CBA,Gift,N/A,11,4,padding:7
112,0x594CC8,Traurigkeit,N/A,20,11,padding:9
113,0x594CD6,Zorn,N/A,6,4,padding:2
114,0x594CE4,Verwirrung,N/A,19,10,padding:9
115,0x594CF2,Stummheit,N/A,12,9,padding:3
116,0x594D00,Schnell,N/A,11,7,padding:4
117,0x594D0E,Langsam,N/A,13,7,padding:6
118,0x594D1C,Stop,N/A,10,4,padding:6
119,0x594D2A,ã,N/A,10,1,padding:9
120,0x594D38,ã,N/A,13,1,padding:12
121,0x594D46,ã,N/A,13,1,padding:12
122,0x594D54,Versteinerung,N/A,25,13,padding:12
123,0x594D62,regen,N/A,5,5,padding:0
124,0x594D70,ã,N/A,9,1,padding:8
125,0x594D7E,ã,N/A,13,1,padding:12
126,0x594D8C,Reflektieren,N/A,24,12,padding:12
127,0x594D9A,Doppel,N/A,7,6,padding:1
128,0x594DA8,Schild,N/A,13,6,padding:7
129,0x594DB6,ã,N/A,8,1,padding:7
130,0x594DC4,ã,N/A,13,1,padding:12
131,0x594DD2,Toll,N/A,16,4,padding:12
132,0x594DE0,Einzigartig,N/A,20,11,padding:9
133,0x594DEE,Lähmung,N/A,9,7,padding:2
134,0x594DFC,Dunkelheit,N/A,16,10,padding:6
135,0x594E0A,ã,N/A,4,1,padding:3
136,0x594E18,ã,N/A,13,1,padding:12
137,0x594E26,ã,N/A,13,1,padding:12
138,0x594E34,ã,N/A,13,1,padding:12
139,0x594E42,ã,N/A,13,1,padding:12
140,0x594E50,$             `  `   Rrò `hpx9IY     Wieviel willst du ausgeben?,N/A,95,83,padding:12
141,0x594EA4,Gil,N/A,3,3,padding:0
142,0x594EA8,Nach,N/A,4,4,padding:0
143,0x594EB0,Gil auf der Hand,N/A,19,16,padding:3
144,0x594EC8,"""%$#!""$ !#%""$ %!!""$ ""!#%$ ""!%$""#""$#""!$ %""!#""$!""%  `   ñ @ ñ ` ñ    @  `      @ `   ñ @ ñ ` ñ    @  `      ` `   ñ @ ñ ` ñ    @  `             `       `        `      `       `              `       `        ""$(0    !""""""""!!!!!!!!!!!! """""" !!!!!!!!!!                !! """" !!!!!!!!!!!!! """"  !!!!!!!!                !!!  "" "" !!!!!!!!!!!  "" ""  !!!!!                !!!!   ""    !!!!""#$%&')())( -*+)      !,Weiter?",N/A,446,439,padding:7
145,0x595080,Ja     Nein,N/A,11,11,padding:0
146,0x595090,Vorhandene Schlachtpunkte,N/A,29,25,padding:4
147,0x5950AA,Schlitzstart!,N/A,13,13,padding:0
148,0x5950C4,TOLL!!,N/A,18,6,padding:12
149,0x5950DE,Gewonnene Schlachtpunkte,N/A,43,24,padding:19
150,0x5950F8,"Ok, dann los!",N/A,14,13,padding:1
151,0x595117,Zaubersubstanz kaputt.,N/A,41,24,padding:17
152,0x595136,Aufrufsubstanz kaputt.,N/A,30,24,padding:6
153,0x595155,Support-Substanz kaputt.,N/A,32,26,padding:6
154,0x595174,Unabhängige Substanz kaputt.,N/A,34,30,padding:4
155,0x595193,Befehlssubstanz kaputt.,N/A,25,25,padding:0
156,0x5951B2,Alle Substanz kaputt.,N/A,28,23,padding:5
157,0x5951D1,Zubehör kaputt.,N/A,24,17,padding:7
158,0x5951F0,Objektbefehl ist versiegelt.,N/A,43,30,padding:13
159,0x59520F,Rüstzeug kaputt.,N/A,18,18,padding:0
160,0x59522E,Waffe kaputt.,N/A,27,15,padding:12
161,0x59524D,1/2 Geschwindigkeit.,N/A,37,22,padding:15
162,0x59526C,1/2 Genauigkeit.,N/A,26,18,padding:8
163,0x59528B,Minimum,N/A,21,9,padding:12
164,0x5952AA,Gift,N/A,27,6,padding:21
165,0x5952C9,Kröte,N/A,31,7,padding:24
166,0x5952E8,Zeit x30 Schaden.,N/A,42,19,padding:23
167,0x595307,5 Ebenen zurück.,N/A,29,18,padding:11
168,0x595326,10 Ebenen zurück.,N/A,31,19,padding:12
169,0x595345,1/2 HP.,N/A,20,9,padding:11
170,0x595364,1/2 MP.,N/A,30,9,padding:21
171,0x595383,1/2 HP&MP.,N/A,33,12,padding:21
172,0x5953A2,Null MP.,N/A,28,10,padding:18
173,0x5953C1,Jaa! Keine Behinderung!!,N/A,46,26,padding:20
174,0x5953E0,HP wiederhergestellt.,N/A,27,23,padding:4
175,0x595400,Besorgt um die anderen Mitglieder?,N/A,42,34,padding:8
176,0x595423,"Ja, ein bichen",N/A,15,15,padding:0
177,0x595446,Eigentlich nicht,N/A,35,16,padding:19
178,0x595480,"4      £   ""   !   &   &   !   !       x   p  @   x    p  @    GWXWsiW:zWx""  \   *   !    `b/ ! 0G  #  ã   *   !   '   `",N/A,150,144,padding:6
179,0x595514,/,N/A,4,4,padding:0
180,0x595524,"""S   S ""!sè7áè",N/A,26,18,padding:8
181,0x595538,"$   #   ""   !",N/A,17,16,padding:1
182,0x595558,QRSTUVWXYZ[\]^`adefgh   jklmnopqrstuvwxyDEGHIJK qu      +! ë c   [!  ç V B v r  l   o!å l   S Speichern,N/A,113,113,padding:0
183,0x5955D8,"!)  m t!v L!S     ""  % j G  K  :     `!e !   S    j : Eôôá°åOôá°åEPRãNÜÜW     Reformieren",N/A,113,99,padding:14
184,0x595656,Mitglieden in zwei Gruppen aufteilen,N/A,62,36,padding:26
185,0x59567C,Mitglieder in drei Gruppen aufteilen,N/A,37,36,padding:1
186,0x5956A2,Gruppe aus zwei Personen bilden,N/A,32,31,padding:1
187,0x5956C8,Gruppe aus drei Personen bilden,N/A,37,31,padding:6
188,0x5956EE,Auswählen mit [START]-Taste,N/A,33,27,padding:6
189,0x595718,Element,N/A,21,7,padding:14
190,0x59572E,Effekt,N/A,20,6,padding:14
191,0x595744,Angreifen,N/A,24,9,padding:15
192,0x59575A,Verteidigen,N/A,23,11,padding:12
193,0x595770,Halbieren,N/A,19,9,padding:10
194,0x595786,Ungültig,N/A,20,8,padding:12
195,0x59579C,Absorbieren,N/A,24,11,padding:13
196,0x5957F4,Stärke,N/A,27,6,padding:21
197,0x59580A,Geschick,N/A,23,8,padding:15
198,0x595820,Vitalität,N/A,22,9,padding:13
199,0x595836,Zauber,N/A,18,6,padding:12
200,0x59584C,Moral,N/A,20,5,padding:15
201,0x595862,Glück,N/A,21,5,padding:16
202,0x595878,Angreifen,N/A,25,9,padding:16
203,0x59588E,Angreifen %,N/A,23,11,padding:12
204,0x5958A4,Verteidigen,N/A,21,11,padding:10
205,0x5958BA,Verteidigen %,N/A,23,13,padding:10
206,0x5958D0,Zbrangrf,N/A,16,8,padding:8
207,0x5958E6,Zbrvertdg,N/A,22,9,padding:13
208,0x5958FC,Zbrvertdg %,N/A,23,11,padding:12
209,0x595912,Waf.,N/A,14,4,padding:10
210,0x595928,Rüs.,N/A,21,4,padding:17
211,0x59593E,Acc.,N/A,21,4,padding:17
212,0x595954,Limit-Ebene,N/A,28,11,padding:17
213,0x595978,"!   S    j :     ""S   S S!!S!S m!£ S! m!]!    `!:   :    :  \  r   STUFE 1",N/A,91,87,padding:4
214,0x5959E8,STUFE 2,N/A,31,7,padding:24
215,0x595A08,STUFE 3,N/A,31,7,padding:24
216,0x595A28,STUFE 4,N/A,31,7,padding:24
217,0x595A48,LIMIT-STUFE einrichten.,N/A,47,23,padding:24
218,0x595A68,Einrichten,N/A,18,10,padding:8
219,0x595A88,Prüfen,N/A,27,6,padding:21
220,0x595AA8,Bei nderung der STUFE,N/A,47,22,padding:25
221,0x595AC8,Beginn bei Limit-Punkt 0.,N/A,34,25,padding:9
222,0x595AE8,STUFE ändern?,N/A,19,13,padding:6
223,0x595B08,Ja,N/A,20,2,padding:18
224,0x595B28,Nein,N/A,33,4,padding:29
225,0x595B48,Limit gewählt!,N/A,41,14,padding:27
226,0x595B68,STUFE wählen,N/A,29,12,padding:17
227,0x595B94,R R 3 1P,N/A,8,8,padding:0
228,0x595BB0,T T 3!1T,N/A,8,8,padding:0
229,0x595BB9,_,N/A,1,1,padding:0
230,0x595BBF,"""",N/A,6,3,padding:3
231,0x595BCC,"S S 3""1X",N/A,8,8,padding:0
232,0x595BD6,:ö,N/A,2,2,padding:0
233,0x595BE8,U U 3#1f,N/A,8,8,padding:0
234,0x595C04,V V $1:,N/A,8,8,padding:0
235,0x595C0F,&,N/A,2,1,padding:1
236,0x595C20,Y Y 7%1,N/A,8,8,padding:0
237,0x595C29,_8£!,N/A,9,9,padding:0
238,0x595C3C,"[ \ &1,",N/A,8,8,padding:0
239,0x595C47,/,N/A,2,1,padding:1
240,0x595C58,f f 3'1T,N/A,8,8,padding:0
241,0x595C74,h h 7(1V,N/A,8,8,padding:0
242,0x595C90,i i 3)C@,N/A,8,8,padding:0
243,0x595CA0,@,N/A,3,3,padding:0
244,0x595CAC,k k 3*1,N/A,8,8,padding:0
245,0x595CB5,_,N/A,1,1,padding:0
246,0x595CB8,!,N/A,6,6,padding:0
247,0x595CC8,m m 7+1C,N/A,8,8,padding:0
248,0x595CE4,"n n ,1(",N/A,8,8,padding:0
249,0x595CEF,2,N/A,2,1,padding:1
250,0x595D00,o o -14,N/A,8,8,padding:0
251,0x595D0B,*,N/A,2,1,padding:1
252,0x595D1C,z z 5.D0,N/A,8,8,padding:0
253,0x595D2D,"""",N/A,2,1,padding:1
254,0x595D38,{ { 7/B,N/A,8,8,padding:0
255,0x595D41,_,N/A,1,1,padding:0
256,0x595D44,$,N/A,6,6,padding:0
257,0x595D54,~ ~ 50B,N/A,8,8,padding:0
258,0x595D5D,ü,N/A,1,1,padding:0
259,0x595D60,ßV,N/A,6,6,padding:0
260,0x595D70,à à 51,N/A,7,7,padding:0
261,0x595D7A,4,N/A,1,1,padding:0
262,0x595D8C,52B,N/A,8,8,padding:0
263,0x595D95,_,N/A,1,1,padding:0
264,0x595D9B,!,N/A,6,3,padding:3
265,0x595DA8,á á 53(@,N/A,8,8,padding:0
266,0x595DB1,ü,N/A,1,1,padding:0
267,0x595DB4,"!    """,N/A,6,6,padding:0
268,0x595DC4,â â 54(@,N/A,8,8,padding:0
269,0x595DCD,_,N/A,1,1,padding:0
270,0x595DD3,"! """,N/A,6,3,padding:3
271,0x595DE0,^ ^ 54,N/A,8,8,padding:0
272,0x595DEA,3,N/A,1,1,padding:0
273,0x595DFC,b b 56,N/A,8,8,padding:0
274,0x595E06,3,N/A,1,1,padding:0
275,0x595E18,` ` 58,N/A,8,8,padding:0
276,0x595E22,3,N/A,1,1,padding:0
277,0x595E34,a a 5:,N/A,8,8,padding:0
278,0x595E3E,3,N/A,1,1,padding:0
279,0x595E50,c c 5<,N/A,8,8,padding:0
280,0x595E5A,3,N/A,1,1,padding:0
281,0x595E6C,d d 5>,N/A,8,8,padding:0
282,0x595E76,3,N/A,1,1,padding:0
283,0x595E88,e e 5J,N/A,8,8,padding:0
284,0x595E92,3,N/A,1,1,padding:0
285,0x595EA4,ã ã 3<1T,N/A,8,8,padding:0
286,0x595EC0,å å 3=14,N/A,8,8,padding:0
287,0x595EDC,ç ç 7>1X,N/A,8,8,padding:0
288,0x595EE5,%,N/A,1,1,padding:0
289,0x595EE8,!,N/A,6,6,padding:0
290,0x595EF8,é é 7?1D,N/A,8,8,padding:0
291,0x595F14,ä ä @17,N/A,8,8,padding:0
292,0x595F1D,' &!,N/A,9,9,padding:0
293,0x595F30,í í A12,N/A,8,8,padding:0
294,0x595F3B,(,N/A,2,1,padding:1
295,0x595F4C,ì ì B1+,N/A,8,8,padding:0
296,0x595F57,2,N/A,2,1,padding:1
297,0x595F61,G,N/A,2,2,padding:0
298,0x595F66,C p p 3C1P,N/A,12,10,padding:2
299,0x595F84,q q  DB,N/A,8,8,padding:0
300,0x595F8D,_7 !,N/A,9,9,padding:0
301,0x595FA0,s s 3E14,N/A,8,8,padding:0
302,0x595FBC,u u F1*,N/A,8,8,padding:0
